Id,Prediction
r2290_c426,5.0
r2290_c459,4.0
r2290_c484,5.0
r2290_c490,2.0
r2290_c557,5.0
r2290_c645,5.0
r2290_c673,5.0
r2290_c701,4.0
r2290_c705,4.0
r2290_c725,3.0
r2290_c782,2.0
r2290_c785,5.0
r2290_c849,2.0
r2290_c870,3.0
r2290_c874,5.0
r2290_c898,3.0
r2290_c915,2.0
r2290_c936,5.0
r2290_c956,4.0
r2290_c983,5.0
r2291_c54,4.0
r2291_c101,4.0
r2291_c105,2.0
r2291_c106,5.0
r2291_c173,5.0
r2291_c192,3.0
r2291_c211,3.0
r2291_c278,3.0
r2291_c310,5.0
r2291_c409,2.0
r2291_c471,5.0
r2291_c517,5.0
r2291_c549,4.0
r2291_c550,4.0
r2291_c597,4.0
r2291_c662,4.0
r2291_c726,4.0
r2291_c794,4.0
r2291_c986,5.0
r2292_c131,3.0
r2292_c171,2.0
r2292_c186,3.0
r2292_c473,4.0
r2292_c495,3.0
r2292_c618,4.0
r2292_c663,5.0
r2292_c922,3.0
r2293_c134,5.0
r2293_c135,1.0
r2293_c251,5.0
r2293_c282,4.0
r2293_c297,5.0
r2293_c320,5.0
r2293_c354,4.0
r2293_c386,3.0
r2293_c408,3.0
r2293_c591,5.0
r2293_c617,4.0
r2293_c674,4.0
r2293_c680,3.0
r2293_c682,4.0
r2293_c689,4.0
r2293_c754,4.0
r2293_c779,2.0
r2293_c791,5.0
r2293_c792,3.0
r2293_c827,4.0
r2293_c883,5.0
r2293_c885,5.0
r2294_c11,3.0
r2294_c44,4.0
r2294_c101,3.0
r2294_c208,4.0
r2294_c328,4.0
r2294_c334,5.0
r2294_c344,4.0
r2294_c479,5.0
r2294_c598,3.0
r2294_c663,5.0
r2294_c679,5.0
r2294_c984,3.0
r2295_c6,5.0
r2295_c311,5.0
r2295_c499,5.0
r2295_c618,4.0
r2295_c746,4.0
r2295_c847,3.0
r2295_c972,3.0
r2296_c10,3.0
r2296_c156,5.0
r2296_c211,4.0
r2296_c283,3.0
r2296_c295,5.0
r2296_c380,3.0
r2296_c493,4.0
r2296_c499,5.0
r2296_c626,5.0
r2296_c659,4.0
r2296_c660,5.0
r2296_c859,4.0
r2296_c967,3.0
r2297_c22,2.0
r2297_c233,4.0
r2297_c264,4.0
r2297_c271,4.0
r2297_c477,3.0
r2297_c499,3.0
r2297_c573,5.0
r2297_c616,4.0
r2297_c650,5.0
r2297_c939,1.0
r2298_c208,4.0
r2298_c213,3.0
r2298_c247,4.0
r2298_c251,5.0
r2298_c295,5.0
r2298_c311,5.0
r2298_c338,4.0
r2298_c412,5.0
r2298_c569,5.0
r2298_c576,5.0
r2298_c586,4.0
r2298_c702,4.0
r2298_c725,2.0
r2298_c802,4.0
r2298_c824,4.0
r2299_c36,1.0
r2299_c184,5.0
r2299_c306,4.0
r2299_c628,3.0
r2299_c714,5.0
r2299_c736,3.0
r2299_c775,1.0
r2299_c808,4.0
r2299_c858,4.0
r2299_c897,1.0
r2300_c40,4.0
r2300_c76,4.0
r2300_c262,3.0
r2300_c317,4.0
r2300_c542,3.0
r2300_c545,2.0
r2300_c905,3.0
r2301_c15,3.0
r2301_c46,5.0
r2301_c54,3.0
r2301_c200,3.0
r2301_c253,4.0
r2301_c471,5.0
r2301_c549,3.0
r2301_c598,5.0
r2301_c616,5.0
r2301_c638,3.0
r2301_c739,4.0
r2301_c942,3.0
r2302_c216,5.0
r2302_c547,5.0
r2302_c596,4.0
r2302_c604,5.0
r2302_c673,3.0
r2303_c46,5.0
r2303_c118,4.0
r2303_c143,5.0
r2303_c213,5.0
r2303_c246,5.0
r2303_c247,5.0
r2303_c252,3.0
r2303_c257,5.0
r2303_c285,5.0
r2303_c314,5.0
r2303_c332,4.0
r2303_c345,4.0
r2303_c350,5.0
r2303_c359,4.0
r2303_c418,4.0
r2303_c423,5.0
r2303_c475,3.0
r2303_c502,5.0
r2303_c562,3.0
r2303_c591,5.0
r2303_c597,4.0
r2303_c610,4.0
r2303_c622,5.0
r2303_c654,3.0
r2303_c658,5.0
r2303_c684,3.0
r2303_c697,5.0
r2303_c769,5.0
r2303_c850,3.0
r2303_c853,5.0
r2303_c966,5.0
r2304_c4,5.0
r2304_c60,5.0
r2304_c86,1.0
r2304_c93,3.0
r2304_c191,3.0
r2304_c257,4.0
r2304_c332,4.0
r2304_c426,3.0
r2304_c527,2.0
r2304_c594,5.0
r2304_c638,4.0
r2304_c785,3.0
r2304_c820,4.0
r2304_c995,4.0
r2305_c21,4.0
r2305_c45,3.0
r2305_c198,3.0
r2305_c244,5.0
r2305_c250,3.0
r2305_c283,3.0
r2305_c385,4.0
r2305_c471,3.0
r2305_c609,4.0
r2305_c676,5.0
r2305_c694,4.0
r2305_c844,4.0
r2305_c967,3.0
r2305_c1000,5.0
r2306_c72,3.0
r2306_c148,5.0
r2306_c241,5.0
r2306_c257,5.0
r2306_c288,5.0
r2306_c310,4.0
r2306_c428,4.0
r2306_c594,5.0
r2306_c596,5.0
r2306_c644,5.0
r2306_c775,5.0
r2306_c776,4.0
r2306_c779,4.0
r2306_c824,5.0
r2306_c905,3.0
r2307_c10,5.0
r2307_c171,4.0
r2307_c352,5.0
r2307_c358,5.0
r2307_c426,5.0
r2307_c473,5.0
r2307_c481,4.0
r2307_c606,5.0
r2307_c608,5.0
r2307_c632,5.0
r2307_c651,4.0
r2307_c665,4.0
r2307_c669,4.0
r2307_c743,3.0
r2307_c747,4.0
r2307_c805,5.0
r2307_c876,5.0
r2307_c891,1.0
r2307_c922,3.0
r2307_c937,4.0
r2308_c3,3.0
r2308_c46,5.0
r2309_c59,3.0
r2309_c379,2.0
r2309_c577,3.0
r2309_c742,2.0
r2310_c134,5.0
r2310_c230,5.0
r2310_c455,3.0
r2310_c718,3.0
r2310_c789,3.0
r2311_c20,5.0
r2311_c42,5.0
r2311_c114,2.0
r2311_c191,3.0
r2311_c272,3.0
r2311_c338,4.0
r2311_c352,3.0
r2311_c428,3.0
r2311_c435,2.0
r2311_c591,5.0
r2311_c605,5.0
r2311_c685,3.0
r2311_c705,5.0
r2311_c748,3.0
r2311_c805,3.0
r2311_c808,3.0
r2311_c906,4.0
r2312_c124,4.0
r2312_c256,5.0
r2312_c434,4.0
r2312_c632,5.0
r2312_c676,4.0
r2312_c756,5.0
r2312_c819,3.0
r2312_c883,5.0
r2313_c485,4.0
r2313_c494,1.0
r2313_c626,4.0
r2313_c631,4.0
r2313_c681,3.0
r2313_c716,3.0
r2313_c726,3.0
r2314_c216,5.0
r2314_c251,4.0
r2314_c306,4.0
r2314_c318,5.0
r2314_c338,3.0
r2314_c358,4.0
r2314_c471,5.0
r2314_c473,4.0
r2314_c487,5.0
r2314_c545,2.0
r2314_c608,4.0
r2314_c619,5.0
r2314_c644,4.0
r2314_c868,4.0
r2314_c990,3.0
r2315_c11,3.0
r2315_c215,3.0
r2315_c382,4.0
r2315_c459,3.0
r2315_c563,3.0
r2315_c594,4.0
r2315_c814,3.0
r2315_c862,2.0
r2315_c991,5.0
r2316_c217,4.0
r2316_c253,5.0
r2316_c320,5.0
r2316_c324,5.0
r2316_c331,4.0
r2316_c379,4.0
r2316_c432,4.0
r2316_c434,5.0
r2316_c482,5.0
r2316_c547,5.0
r2316_c562,1.0
r2316_c576,5.0
r2316_c613,3.0
r2316_c695,3.0
r2316_c841,3.0
r2316_c881,2.0
r2317_c60,5.0
r2317_c426,3.0
r2317_c562,2.0
r2318_c4,1.0
r2318_c46,5.0
r2318_c77,3.0
r2318_c105,3.0
r2318_c131,1.0
r2318_c260,2.0
r2318_c269,3.0
r2318_c303,3.0
r2318_c312,3.0
r2318_c405,1.0
r2318_c487,5.0
r2318_c509,4.0
r2318_c698,4.0
r2318_c801,4.0
r2318_c819,4.0
r2318_c891,3.0
r2318_c943,4.0
r2319_c248,4.0
r2319_c256,5.0
r2319_c301,5.0
r2319_c345,4.0
r2319_c452,4.0
r2319_c459,3.0
r2319_c485,5.0
r2319_c496,4.0
r2319_c541,3.0
r2319_c565,4.0
r2319_c607,4.0
r2319_c673,4.0
r2319_c676,5.0
r2319_c686,5.0
r2319_c692,4.0
r2319_c800,4.0
r2319_c802,4.0
r2319_c935,3.0
r2320_c131,4.0
r2320_c212,4.0
r2320_c295,3.0
r2320_c434,4.0
r2320_c612,3.0
r2320_c982,4.0
r2321_c51,3.0
r2321_c135,5.0
r2321_c140,5.0
r2321_c184,5.0
r2321_c409,5.0
r2321_c420,4.0
r2321_c548,4.0
r2321_c589,3.0
r2321_c591,5.0
r2321_c736,1.0
r2321_c814,4.0
r2322_c46,5.0
r2322_c160,3.0
r2322_c188,5.0
r2322_c445,2.0
r2322_c479,3.0
r2322_c553,4.0
r2322_c601,5.0
r2322_c646,5.0
r2322_c656,5.0
r2322_c661,5.0
r2322_c670,5.0
r2322_c672,5.0
r2322_c755,3.0
r2322_c807,2.0
r2322_c877,4.0
r2323_c95,5.0
r2323_c369,4.0
r2323_c524,4.0
r2323_c590,3.0
r2323_c599,5.0
r2323_c618,5.0
r2323_c664,5.0
r2323_c722,4.0
r2323_c880,4.0
r2324_c148,5.0
r2324_c193,4.0
r2324_c473,5.0
r2324_c479,5.0
r2324_c611,4.0
r2325_c8,5.0
r2325_c32,3.0
r2325_c104,3.0
r2325_c178,3.0
r2325_c216,5.0
r2325_c227,2.0
r2325_c421,5.0
r2325_c459,5.0
r2325_c594,5.0
r2325_c602,5.0
r2325_c606,5.0
r2325_c653,4.0
r2325_c657,5.0
r2325_c662,5.0
r2325_c761,2.0
r2325_c816,5.0
r2325_c833,3.0
r2326_c488,4.0
r2326_c573,5.0
r2326_c638,5.0
r2326_c640,4.0
r2326_c645,4.0
r2326_c652,5.0
r2326_c654,4.0
r2326_c733,4.0
r2326_c760,4.0
r2326_c772,4.0
r2326_c776,3.0
r2326_c809,5.0
r2326_c883,4.0
r2326_c942,5.0
r2326_c964,3.0
r2326_c987,4.0
r2327_c51,5.0
r2327_c61,4.0
r2327_c191,5.0
r2327_c213,3.0
r2327_c283,5.0
r2327_c321,4.0
r2327_c350,5.0
r2327_c383,4.0
r2327_c491,3.0
r2327_c674,5.0
r2327_c828,4.0
r2328_c28,4.0
r2328_c106,5.0
r2328_c188,4.0
r2328_c267,3.0
r2328_c303,5.0
r2328_c950,4.0
r2329_c10,5.0
r2329_c114,2.0
r2329_c117,3.0
r2329_c146,5.0
r2329_c179,5.0
r2329_c233,4.0
r2329_c245,5.0
r2329_c342,3.0
r2329_c477,5.0
r2329_c525,5.0
r2329_c594,5.0
r2329_c607,4.0
r2329_c619,5.0
r2329_c623,5.0
r2329_c628,5.0
r2329_c748,4.0
r2329_c820,2.0
r2329_c921,3.0
r2329_c933,4.0
r2329_c983,3.0
r2330_c6,5.0
r2330_c157,4.0
r2330_c198,5.0
r2330_c416,2.0
r2330_c439,5.0
r2330_c502,5.0
r2330_c767,5.0
r2331_c14,5.0
r2331_c32,3.0
r2331_c33,5.0
r2331_c50,2.0
r2331_c59,5.0
r2331_c161,3.0
r2331_c322,5.0
r2331_c326,5.0
r2331_c340,5.0
r2331_c423,4.0
r2331_c428,1.0
r2331_c447,3.0
r2331_c474,2.0
r2331_c530,5.0
r2331_c590,5.0
r2331_c822,2.0
r2331_c898,5.0
r2331_c964,3.0
r2332_c94,4.0
r2332_c859,4.0
r2333_c38,4.0
r2333_c66,5.0
r2333_c132,3.0
r2333_c203,5.0
r2333_c367,3.0
r2333_c458,5.0
r2333_c462,3.0
r2333_c556,3.0
r2333_c563,5.0
r2333_c616,5.0
r2333_c678,3.0
r2333_c770,4.0
r2333_c803,3.0
r2333_c818,3.0
r2333_c829,5.0
r2334_c2,3.0
r2334_c93,5.0
r2334_c94,3.0
r2334_c161,3.0
r2334_c214,4.0
r2334_c298,3.0
r2334_c311,3.0
r2334_c417,5.0
r2334_c418,3.0
r2334_c425,5.0
r2334_c440,3.0
r2334_c481,3.0
r2334_c498,5.0
r2334_c499,4.0
r2334_c617,3.0
r2334_c667,3.0
r2334_c672,3.0
r2334_c673,3.0
r2334_c705,5.0
r2334_c745,5.0
r2334_c765,3.0
r2334_c769,5.0
r2334_c774,3.0
r2334_c787,3.0
r2334_c807,3.0
r2334_c816,3.0
r2335_c163,1.0
r2335_c202,3.0
r2335_c295,4.0
r2335_c440,4.0
r2335_c453,1.0
r2335_c570,5.0
r2335_c596,5.0
r2335_c668,5.0
r2335_c700,5.0
r2335_c781,3.0
r2335_c874,5.0
r2336_c14,5.0
r2336_c122,4.0
r2336_c139,5.0
r2336_c148,4.0
r2336_c176,4.0
r2336_c236,5.0
r2336_c285,4.0
r2336_c295,2.0
r2336_c358,4.0
r2336_c650,5.0
r2336_c674,4.0
r2336_c775,5.0
r2336_c851,4.0
r2337_c6,5.0
r2337_c17,3.0
r2337_c68,1.0
r2337_c148,5.0
r2337_c179,3.0
r2337_c206,4.0
r2337_c208,3.0
r2337_c214,3.0
r2337_c271,2.0
r2337_c825,3.0
r2337_c836,2.0
r2337_c897,1.0
r2338_c24,5.0
r2338_c91,4.0
r2338_c212,5.0
r2338_c236,5.0
r2338_c306,5.0
r2338_c575,4.0
r2338_c602,4.0
r2338_c632,3.0
r2338_c645,4.0
r2338_c648,3.0
r2338_c791,2.0
r2339_c30,2.0
r2339_c43,3.0
r2339_c81,5.0
r2339_c216,4.0
r2339_c241,4.0
r2339_c269,5.0
r2339_c354,5.0
r2339_c459,5.0
r2339_c486,3.0
r2339_c496,4.0
r2339_c559,5.0
r2339_c599,5.0
r2339_c663,5.0
r2339_c668,5.0
r2340_c114,1.0
r2340_c167,5.0
r2340_c216,5.0
r2340_c224,4.0
r2340_c244,5.0
r2340_c289,4.0
r2340_c314,5.0
r2340_c325,3.0
r2340_c330,3.0
r2340_c367,4.0
r2340_c380,5.0
r2340_c410,5.0
r2340_c414,4.0
r2340_c418,5.0
r2340_c435,2.0
r2340_c439,4.0
r2340_c440,5.0
r2340_c445,5.0
r2340_c459,5.0
r2340_c485,2.0
r2340_c487,5.0
r2340_c502,5.0
r2340_c545,5.0
r2340_c556,5.0
r2340_c559,3.0
r2340_c561,5.0
r2340_c597,5.0
r2340_c615,5.0
r2340_c642,4.0
r2340_c657,5.0
r2340_c659,5.0
r2340_c679,5.0
r2340_c710,3.0
r2340_c722,5.0
r2340_c735,3.0
r2340_c757,3.0
r2340_c775,5.0
r2340_c816,5.0
r2340_c849,4.0
r2340_c850,5.0
r2340_c878,4.0
r2340_c895,1.0
r2340_c897,5.0
r2340_c920,4.0
r2340_c970,1.0
r2340_c995,5.0
r2341_c458,5.0
r2341_c751,3.0
r2341_c913,2.0
r2342_c92,5.0
r2342_c138,4.0
r2342_c277,3.0
r2342_c278,4.0
r2342_c303,4.0
r2342_c310,5.0
r2342_c351,5.0
r2342_c371,3.0
r2342_c391,3.0
r2342_c474,5.0
r2342_c615,4.0
r2342_c673,4.0
r2342_c707,4.0
r2342_c797,5.0
r2342_c827,4.0
r2342_c836,1.0
r2342_c864,5.0
r2343_c6,5.0
r2343_c206,4.0
r2343_c245,4.0
r2343_c487,3.0
r2343_c596,5.0
r2343_c623,4.0
r2343_c898,4.0
r2343_c989,3.0
r2344_c72,3.0
r2344_c230,3.0
r2344_c536,5.0
r2344_c652,4.0
r2344_c772,5.0
r2344_c867,3.0
r2344_c978,5.0
r2345_c4,5.0
r2345_c101,4.0
r2345_c146,4.0
r2345_c410,5.0
r2345_c650,5.0
r2345_c794,3.0
r2345_c834,4.0
r2346_c78,5.0
r2346_c191,3.0
r2346_c536,4.0
r2346_c592,4.0
r2346_c705,4.0
r2347_c193,3.0
r2347_c203,3.0
r2347_c310,5.0
r2347_c331,4.0
r2347_c344,3.0
r2347_c351,4.0
r2347_c405,3.0
r2347_c447,3.0
r2347_c486,4.0
r2347_c513,3.0
r2347_c530,5.0
r2347_c559,3.0
r2347_c591,5.0
r2347_c623,4.0
r2347_c642,3.0
r2347_c656,5.0
r2347_c684,3.0
r2347_c735,2.0
r2347_c971,3.0
r2348_c159,1.0
r2348_c202,4.0
r2348_c238,4.0
r2348_c258,4.0
r2348_c353,5.0
r2348_c359,5.0
r2348_c371,5.0
r2348_c435,3.0
r2348_c577,5.0
r2348_c609,3.0
r2348_c646,1.0
r2348_c663,5.0
r2348_c668,5.0
r2348_c669,5.0
r2348_c743,5.0
r2348_c744,3.0
r2348_c754,4.0
r2348_c769,4.0
r2348_c878,4.0
r2348_c978,5.0
r2349_c127,2.0
r2349_c188,4.0
r2349_c235,5.0
r2349_c310,5.0
r2349_c351,4.0
r2349_c597,4.0
r2349_c768,1.0
r2350_c57,5.0
r2350_c197,5.0
r2350_c338,5.0
r2350_c362,4.0
r2350_c474,3.0
r2350_c891,3.0
r2351_c14,5.0
r2351_c159,2.0
r2351_c238,1.0
r2351_c241,3.0
r2351_c445,2.0
r2351_c471,4.0
r2351_c525,3.0
r2351_c598,5.0
r2351_c775,4.0
r2351_c978,4.0
r2352_c178,5.0
r2352_c302,3.0
r2352_c318,4.0
r2352_c321,4.0
r2352_c344,4.0
r2352_c445,3.0
r2352_c474,5.0
r2352_c586,4.0
r2352_c605,4.0
r2352_c631,4.0
r2352_c644,4.0
r2352_c673,4.0
r2352_c867,5.0
r2352_c925,3.0
r2353_c76,4.0
r2353_c181,5.0
r2353_c321,4.0
r2353_c427,3.0
r2353_c462,1.0
r2353_c490,2.0
r2353_c565,2.0
r2353_c581,2.0
r2353_c605,4.0
r2353_c606,5.0
r2353_c640,4.0
r2353_c688,2.0
r2353_c689,4.0
r2353_c702,5.0
r2353_c794,3.0
r2354_c11,2.0
r2354_c14,5.0
r2354_c17,4.0
r2354_c271,4.0
r2354_c307,4.0
r2354_c313,5.0
r2354_c319,3.0
r2354_c375,5.0
r2354_c417,3.0
r2354_c423,4.0
r2354_c430,3.0
r2354_c440,3.0
r2354_c458,5.0
r2354_c482,4.0
r2354_c546,5.0
r2354_c591,5.0
r2354_c698,4.0
r2354_c877,3.0
r2355_c30,4.0
r2355_c88,3.0
r2355_c138,1.0
r2355_c198,4.0
r2355_c266,5.0
r2355_c381,3.0
r2355_c425,5.0
r2355_c473,2.0
r2355_c633,5.0
r2355_c724,3.0
r2355_c778,3.0
r2355_c815,4.0
r2355_c878,3.0
r2355_c952,4.0
r2355_c974,3.0
r2356_c4,5.0
r2356_c214,4.0
r2356_c433,5.0
r2356_c677,5.0
r2356_c739,5.0
r2356_c806,5.0
r2356_c925,5.0
r2356_c978,4.0
r2356_c979,5.0
r2357_c40,2.0
r2357_c122,3.0
r2357_c152,4.0
r2357_c173,5.0
r2357_c202,2.0
r2357_c225,3.0
r2357_c227,3.0
r2357_c253,3.0
r2357_c264,5.0
r2357_c276,2.0
r2357_c295,5.0
r2357_c297,5.0
r2357_c313,5.0
r2357_c336,5.0
r2357_c358,3.0
r2357_c361,3.0
r2357_c377,2.0
r2357_c396,5.0
r2357_c408,2.0
r2357_c415,5.0
r2357_c439,5.0
r2357_c440,5.0
r2357_c453,2.0
r2357_c454,3.0
r2357_c470,5.0
r2357_c501,5.0
r2357_c528,4.0
r2357_c549,4.0
r2357_c551,5.0
r2357_c584,5.0
r2357_c588,4.0
r2357_c602,5.0
r2357_c611,5.0
r2357_c629,4.0
r2357_c678,4.0
r2357_c751,5.0
r2357_c770,4.0
r2357_c781,5.0
r2357_c823,5.0
r2357_c894,4.0
r2357_c916,5.0
r2357_c971,5.0
r2358_c40,3.0
r2358_c137,2.0
r2358_c160,2.0
r2358_c208,4.0
r2358_c291,4.0
r2358_c318,5.0
r2358_c335,5.0
r2358_c337,5.0
r2358_c399,3.0
r2358_c405,5.0
r2358_c497,3.0
r2358_c554,5.0
r2358_c620,5.0
r2358_c640,3.0
r2358_c660,3.0
r2358_c670,4.0
r2358_c725,2.0
r2359_c148,5.0
r2359_c262,4.0
r2359_c285,2.0
r2359_c321,3.0
r2359_c380,5.0
r2359_c434,5.0
r2359_c616,5.0
r2359_c850,5.0
r2359_c921,5.0
r2359_c980,5.0
r2359_c988,5.0
r2360_c22,3.0
r2360_c170,3.0
r2360_c247,5.0
r2360_c304,5.0
r2360_c369,4.0
r2360_c399,4.0
r2360_c448,4.0
r2360_c550,4.0
r2360_c603,4.0
r2360_c605,5.0
r2360_c612,4.0
r2360_c623,3.0
r2360_c685,5.0
r2360_c794,5.0
r2360_c861,4.0
r2360_c971,4.0
r2361_c191,4.0
r2361_c289,3.0
r2361_c412,4.0
r2361_c558,4.0
r2361_c921,1.0
r2362_c146,5.0
r2362_c319,4.0
r2363_c219,3.0
r2363_c224,3.0
r2363_c247,5.0
r2363_c314,5.0
r2363_c315,5.0
r2363_c348,2.0
r2363_c398,5.0
r2363_c401,2.0
r2363_c425,3.0
r2363_c428,5.0
r2363_c475,4.0
r2363_c483,2.0
r2363_c517,2.0
r2363_c527,3.0
r2363_c534,5.0
r2363_c542,4.0
r2363_c552,3.0
r2363_c601,5.0
r2363_c606,5.0
r2363_c733,4.0
r2363_c743,5.0
r2363_c844,5.0
r2363_c931,3.0
r2364_c86,5.0
r2364_c188,5.0
r2364_c322,5.0
r2364_c605,4.0
r2364_c680,3.0
r2364_c921,4.0
r2364_c942,4.0
r2364_c971,5.0
r2365_c68,3.0
r2365_c106,5.0
r2365_c127,3.0
r2365_c161,5.0
r2365_c257,5.0
r2365_c379,5.0
r2365_c401,3.0
r2365_c418,5.0
r2365_c444,3.0
r2365_c472,3.0
r2365_c534,5.0
r2365_c594,5.0
r2365_c597,1.0
r2365_c645,4.0
r2365_c726,3.0
r2365_c764,3.0
r2365_c785,5.0
r2365_c818,5.0
r2365_c833,4.0
r2365_c860,4.0
r2365_c960,4.0
r2366_c105,3.0
r2366_c214,2.0
r2366_c492,3.0
r2366_c659,3.0
r2366_c761,3.0
r2366_c797,2.0
r2366_c950,3.0
r2367_c51,3.0
r2367_c76,5.0
r2367_c156,3.0
r2367_c257,4.0
r2367_c573,4.0
r2367_c591,4.0
r2368_c139,4.0
r2368_c165,2.0
r2368_c186,5.0
r2368_c193,4.0
r2368_c197,5.0
r2368_c258,5.0
r2368_c266,3.0
r2368_c321,5.0
r2368_c429,3.0
r2368_c497,4.0
r2368_c611,5.0
r2368_c618,4.0
r2368_c619,5.0
r2368_c792,4.0
r2369_c46,4.0
r2369_c317,3.0
r2369_c458,4.0
r2369_c921,4.0
r2370_c42,3.0
r2370_c102,5.0
r2370_c285,4.0
r2370_c317,5.0
r2370_c367,5.0
r2370_c380,3.0
r2370_c444,2.0
r2370_c457,3.0
r2370_c495,4.0
r2370_c573,4.0
r2370_c595,5.0
r2370_c619,5.0
r2370_c636,4.0
r2370_c638,3.0
r2370_c722,5.0
r2370_c760,5.0
r2370_c785,5.0
r2370_c808,3.0
r2370_c839,3.0
r2370_c884,4.0
r2371_c143,4.0
r2371_c596,2.0
r2371_c637,3.0
r2371_c690,2.0
r2371_c749,5.0
r2371_c843,4.0
r2371_c915,3.0
r2371_c995,3.0
r2372_c12,5.0
r2372_c63,3.0
r2372_c67,4.0
r2372_c179,3.0
r2372_c420,3.0
r2372_c575,3.0
r2372_c586,5.0
r2372_c768,3.0
r2372_c899,5.0
r2373_c20,3.0
r2373_c22,2.0
r2373_c61,4.0
r2373_c69,3.0
r2373_c84,3.0
r2373_c165,4.0
r2373_c199,5.0
r2373_c273,3.0
r2373_c380,3.0
r2373_c412,5.0
r2373_c608,5.0
r2373_c617,4.0
r2373_c671,4.0
r2373_c731,4.0
r2373_c859,4.0
r2373_c964,3.0
r2374_c176,5.0
r2374_c351,1.0
r2374_c439,4.0
r2374_c444,1.0
r2374_c525,4.0
r2374_c583,4.0
r2375_c30,5.0
r2375_c32,4.0
r2375_c88,4.0
r2375_c148,4.0
r2375_c163,3.0
r2375_c235,4.0
r2375_c242,5.0
r2375_c280,4.0
r2375_c329,4.0
r2375_c549,3.0
r2375_c728,5.0
r2375_c877,3.0
r2375_c925,5.0
r2376_c59,3.0
r2376_c485,4.0
r2376_c576,3.0
r2376_c598,3.0
r2376_c745,3.0
r2377_c20,2.0
r2377_c290,5.0
r2377_c492,5.0
r2377_c783,3.0
r2377_c785,4.0
r2378_c93,4.0
r2378_c163,3.0
r2378_c182,3.0
r2378_c312,3.0
r2379_c4,3.0
r2379_c94,4.0
r2379_c131,5.0
r2379_c556,3.0
r2379_c658,4.0
r2379_c705,4.0
r2379_c833,3.0
r2380_c156,5.0
r2380_c161,5.0
r2380_c188,5.0
r2380_c191,5.0
r2380_c257,5.0
r2380_c445,3.0
r2380_c525,4.0
r2380_c596,4.0
r2380_c598,3.0
r2380_c662,4.0
r2380_c684,4.0
r2380_c876,3.0
r2381_c373,4.0
r2381_c464,3.0
r2381_c471,5.0
r2381_c608,4.0
r2381_c618,4.0
r2381_c624,4.0
r2381_c925,4.0
r2383_c49,3.0
r2383_c102,5.0
r2383_c109,1.0
r2383_c125,4.0
r2383_c386,5.0
r2383_c410,5.0
r2383_c563,5.0
r2383_c572,4.0
r2383_c598,5.0
r2383_c623,5.0
r2383_c659,5.0
r2383_c680,5.0
r2383_c720,5.0
r2383_c866,5.0
r2383_c878,4.0
r2383_c880,4.0
r2383_c977,5.0
r2383_c978,5.0
r2384_c328,4.0
r2384_c597,5.0
r2384_c750,3.0
r2385_c141,3.0
r2385_c156,4.0
r2385_c184,3.0
r2385_c331,3.0
r2385_c404,3.0
r2385_c447,4.0
r2385_c606,4.0
r2385_c611,4.0
r2385_c668,5.0
r2385_c789,4.0
r2385_c877,2.0
r2385_c935,4.0
r2386_c89,5.0
r2386_c156,4.0
r2386_c176,4.0
r2386_c208,3.0
r2386_c213,4.0
r2386_c295,4.0
r2386_c484,5.0
r2386_c494,4.0
r2386_c609,4.0
r2386_c731,5.0
r2386_c883,4.0
r2387_c174,5.0
r2387_c188,5.0
r2387_c598,5.0
r2387_c689,5.0
r2387_c769,5.0
r2387_c971,4.0
r2388_c32,3.0
r2388_c89,5.0
r2388_c120,4.0
r2388_c160,3.0
r2388_c177,5.0
r2388_c220,4.0
r2388_c257,5.0
r2388_c283,4.0
r2388_c452,3.0
r2388_c475,3.0
r2388_c492,3.0
r2388_c551,5.0
r2388_c552,3.0
r2388_c673,3.0
r2388_c705,5.0
r2388_c780,3.0
r2388_c791,3.0
r2389_c8,4.0
r2389_c190,4.0
r2389_c312,3.0
r2389_c315,4.0
r2389_c608,4.0
r2390_c12,2.0
r2390_c35,4.0
r2390_c76,5.0
r2390_c99,4.0
r2390_c122,4.0
r2390_c176,5.0
r2390_c178,5.0
r2390_c184,3.0
r2390_c197,3.0
r2390_c216,3.0
r2390_c222,4.0
r2390_c266,4.0
r2390_c423,5.0
r2390_c536,3.0
r2391_c120,4.0
r2391_c173,1.0
r2391_c322,4.0
r2391_c488,4.0
r2391_c684,3.0
r2391_c737,4.0
r2391_c770,4.0
r2391_c1000,5.0
r2392_c22,5.0
r2392_c247,2.0
r2392_c330,4.0
r2392_c653,3.0
r2392_c971,5.0
r2392_c982,4.0
r2392_c995,4.0
r2393_c37,3.0
r2393_c46,5.0
r2393_c146,1.0
r2393_c161,4.0
r2393_c191,5.0
r2393_c251,5.0
r2393_c295,4.0
r2393_c398,3.0
r2393_c411,3.0
r2393_c471,5.0
r2393_c680,4.0
r2393_c754,1.0
r2394_c61,3.0
r2394_c216,5.0
r2394_c304,4.0
r2394_c599,5.0
r2395_c20,4.0
r2395_c178,5.0
r2395_c301,5.0
r2395_c315,4.0
r2395_c328,4.0
r2395_c399,3.0
r2395_c423,3.0
r2395_c498,2.0
r2395_c517,3.0
r2395_c527,4.0
r2395_c567,3.0
r2395_c573,4.0
r2395_c619,4.0
r2395_c625,4.0
r2395_c645,5.0
r2395_c685,3.0
r2395_c771,5.0
r2395_c851,3.0
r2395_c912,1.0
r2395_c979,5.0
